"period","dataset","column"
"2022-12","measures_monthly","ORG_NAME2"
"2022-12","measures_monthly","REPORTING_PERIOD_END"
"2022-12","measures_monthly","REPORTING_PERIOD_START"
"2022-11","measures_monthly","GROUP_TYPE"
"2022-11","measures_monthly","MEASURE_ID"
"2022-11","measures_monthly","MEASURE_NAME"
"2022-11","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-11","measures_monthly","ORG_CODE1"
"2022-11","measures_monthly","ORG_CODE2"
"2022-11","measures_monthly","ORG_NAME1"
"2022-11","measures_monthly","ORG_NAME2"
"2022-11","measures_monthly","REPORTING_PERIOD_END"
"2022-11","measures_monthly","REPORTING_PERIOD_START"
"2022-10","measures_monthly","GROUP_TYPE"
"2022-10","measures_monthly","MEASURE_ID"
"2022-10","measures_monthly","MEASURE_NAME"
"2022-10","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-10","measures_monthly","ORG_CODE1"
"2022-10","measures_monthly","ORG_CODE2"
"2022-10","measures_monthly","ORG_NAME1"
"2022-10","measures_monthly","ORG_NAME2"
"2022-10","measures_monthly","REPORTING_PERIOD_END"
"2022-10","measures_monthly","REPORTING_PERIOD_START"
"2022-09","measures_monthly","GROUP_TYPE"
"2022-09","measures_monthly","MEASURE_ID"
"2022-09","measures_monthly","MEASURE_NAME"
"2022-09","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-09","measures_monthly","ORG_CODE1"
"2022-09","measures_monthly","ORG_CODE2"
"2022-09","measures_monthly","ORG_NAME1"
"2022-09","measures_monthly","ORG_NAME2"
"2022-09","measures_monthly","REPORTING_PERIOD_END"
"2022-09","measures_monthly","REPORTING_PERIOD_START"
"2022-08","measures_monthly","GROUP_TYPE"
"2022-08","measures_monthly","MEASURE_ID"
"2022-08","measures_monthly","MEASURE_NAME"
"2022-08","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-08","measures_monthly","ORG_CODE1"
"2022-08","measures_monthly","ORG_CODE2"
"2022-08","measures_monthly","ORG_NAME1"
"2022-08","measures_monthly","ORG_NAME2"
"2022-08","measures_monthly","REPORTING_PERIOD_END"
"2022-08","measures_monthly","REPORTING_PERIOD_START"
"2022-07","measures_monthly","GROUP_TYPE"
"2022-07","measures_monthly","MEASURE_ID"
"2022-07","measures_monthly","MEASURE_NAME"
"2022-07","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-07","measures_monthly","ORG_CODE1"
"2022-07","measures_monthly","ORG_CODE2"
"2022-07","measures_monthly","ORG_NAME1"
"2022-07","measures_monthly","ORG_NAME2"
"2022-07","measures_monthly","REPORTING_PERIOD_END"
"2022-07","measures_monthly","REPORTING_PERIOD_START"
"2022-06","measures_monthly","GROUP_TYPE"
"2022-06","measures_monthly","MEASURE_ID"
"2022-06","measures_monthly","MEASURE_NAME"
"2022-06","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-06","measures_monthly","ORG_CODE1"
"2022-06","measures_monthly","ORG_CODE2"
"2022-06","measures_monthly","ORG_NAME1"
"2022-06","measures_monthly","ORG_NAME2"
"2022-06","measures_monthly","REPORTING_PERIOD_END"
"2022-06","measures_monthly","REPORTING_PERIOD_START"
"2022-05","measures_monthly","GROUP_TYPE"
"2022-05","measures_monthly","MEASURE_ID"
"2022-05","measures_monthly","MEASURE_NAME"
"2022-05","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-05","measures_monthly","ORG_CODE1"
"2022-05","measures_monthly","ORG_CODE2"
"2022-05","measures_monthly","ORG_NAME1"
"2022-05","measures_monthly","ORG_NAME2"
"2022-05","measures_monthly","REPORTING_PERIOD_END"
"2022-05","measures_monthly","REPORTING_PERIOD_START"
"2022-04","measures_monthly","GROUP_TYPE"
"2022-04","measures_monthly","MEASURE_ID"
"2022-04","measures_monthly","MEASURE_NAME"
"2022-04","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-04","measures_monthly","ORG_CODE1"
"2022-04","measures_monthly","ORG_CODE2"
"2022-04","measures_monthly","ORG_NAME1"
"2022-04","measures_monthly","ORG_NAME2"
"2022-04","measures_monthly","REPORTING_PERIOD_END"
"2022-04","measures_monthly","REPORTING_PERIOD_START"
"2022-03","measures_monthly","GROUP_TYPE"
"2022-03","measures_monthly","MEASURE_ID"
"2022-03","measures_monthly","MEASURE_NAME"
"2022-03","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-03","measures_monthly","ORG_CODE1"
"2022-03","measures_monthly","ORG_CODE2"
"2022-03","measures_monthly","ORG_NAME1"
"2022-03","measures_monthly","ORG_NAME2"
"2022-03","measures_monthly","REPORTING_PERIOD_END"
"2022-03","measures_monthly","REPORTING_PERIOD_START"
"2022-02","measures_monthly","GROUP_TYPE"
"2022-02","measures_monthly","MEASURE_ID"
"2022-02","measures_monthly","MEASURE_NAME"
"2022-02","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-02","measures_monthly","ORG_CODE1"
"2022-02","measures_monthly","ORG_CODE2"
"2022-02","measures_monthly","ORG_NAME1"
"2022-02","measures_monthly","ORG_NAME2"
"2022-02","measures_monthly","REPORTING_PERIOD_END"
"2022-02","measures_monthly","REPORTING_PERIOD_START"
"2022-01","measures_monthly","GROUP_TYPE"
"2022-01","measures_monthly","MEASURE_ID"
"2022-01","measures_monthly","MEASURE_NAME"
"2022-01","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2022-01","measures_monthly","ORG_CODE1"
"2022-01","measures_monthly","ORG_CODE2"
"2022-01","measures_monthly","ORG_NAME1"
"2022-01","measures_monthly","ORG_NAME2"
"2022-01","measures_monthly","REPORTING_PERIOD_END"
"2022-01","measures_monthly","REPORTING_PERIOD_START"
"2021-12","measures_monthly","GROUP_TYPE"
"2021-12","measures_monthly","MEASURE_ID"
"2021-12","measures_monthly","MEASURE_NAME"
"2021-12","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-12","measures_monthly","ORG_CODE1"
"2021-12","measures_monthly","ORG_CODE2"
"2021-12","measures_monthly","ORG_NAME1"
"2021-12","measures_monthly","ORG_NAME2"
"2021-12","measures_monthly","REPORTING_PERIOD_END"
"2021-12","measures_monthly","REPORTING_PERIOD_START"
"2021-11","measures_monthly","GROUP_TYPE"
"2021-11","measures_monthly","MEASURE_ID"
"2021-11","measures_monthly","MEASURE_NAME"
"2021-11","measures_monthly","MEASURE_VALUE_SUPPRESSED"
"2021-11","measures_monthly","ORG_CODE1"
"2021-11","measures_monthly","ORG_CODE2"
"2021-11","measures_monthly","ORG_NAME1"
"2021-11","measures_monthly","ORG_NAME2"
"2021-11","measures_monthly","REPORTING_PERIOD_END"
"2021-11","measures_monthly","REPORTING_PERIOD_START"
"2021-10","measures_monthly","GROUP_TYPE"
